,date,close_price,volume
3264,2012-07-31,1309000,676303
3263,2012-08-01,1300000,381803
3262,2012-08-02,1263000,320335
3261,2012-08-03,1243000,312338
3260,2012-08-06,1298000,246024
3259,2012-08-07,1294000,205823
3258,2012-08-08,1320000,389471
3257,2012-08-09,1340000,612875
3256,2012-08-10,1348000,294895
3255,2012-08-13,1325000,197976
3254,2012-08-14,1345000,289928
3253,2012-08-16,1345000,296891
3252,2012-08-17,1295000,554025
3251,2012-08-20,1283000,399820
3250,2012-08-21,1282000,307047
3249,2012-08-22,1264000,321554
3248,2012-08-23,1287000,277600
3247,2012-08-24,1275000,282921
3246,2012-08-27,1180000,1277983
3245,2012-08-28,1195000,558503
3244,2012-08-29,1230000,469517
3243,2012-08-30,1215000,324636
3242,2012-08-31,1233000,407358
3241,2012-09-03,1218000,278537
3240,2012-09-04,1218000,198954
3239,2012-09-05,1189000,349101
3238,2012-09-06,1196000,247977
3237,2012-09-07,1250000,510922
3236,2012-09-10,1250000,318481
3235,2012-09-11,1256000,198608
3234,2012-09-12,1294000,370250
3233,2012-09-13,1301000,390332
3232,2012-09-14,1336000,498718
3231,2012-09-17,1315000,298200
3230,2012-09-18,1315000,224940
3229,2012-09-19,1314000,242946
3228,2012-09-20,1287000,284488
3227,2012-09-21,1302000,298374
3226,2012-09-24,1327000,264015
3225,2012-09-25,1327000,227443
3224,2012-09-26,1325000,241197
3223,2012-09-27,1338000,291061
3222,2012-09-28,1346000,358509
3221,2012-10-02,1369000,267729
3220,2012-10-04,1367000,383480
3219,2012-10-05,1370000,357080
3218,2012-10-08,1373000,240919
3217,2012-10-09,1372000,176068
3216,2012-10-10,1325000,260023
3215,2012-10-11,1304000,476265
3214,2012-10-12,1296000,300039
3213,2012-10-15,1300000,206958
3212,2012-10-16,1330000,213589
3211,2012-10-17,1336000,180461
3210,2012-10-18,1337000,210796
3209,2012-10-19,1302000,279959
3208,2012-10-22,1315000,234884
3207,2012-10-23,1313000,185296
3206,2012-10-24,1300000,269753
3205,2012-10-25,1322000,237942
3204,2012-10-26,1287000,276353
3203,2012-10-29,1299000,229431
3202,2012-10-30,1298000,133300
3201,2012-10-31,1310000,212428
3200,2012-11-01,1297000,209205
3199,2012-11-02,1327000,370592
3198,2012-11-05,1341000,261413
3197,2012-11-06,1349000,179690
3196,2012-11-07,1362000,193847
3195,2012-11-08,1350000,306862
3194,2012-11-09,1341000,291124
3193,2012-11-12,1345000,139213
3192,2012-11-13,1349000,146594
3191,2012-11-14,1355000,208828
3190,2012-11-15,1331000,199259
3189,2012-11-16,1307000,243724
3188,2012-11-19,1332000,202837
3187,2012-11-20,1364000,268586
3186,2012-11-21,1384000,355901
3185,2012-11-22,1417000,299318
3184,2012-11-23,1437000,246769
3183,2012-11-26,1404000,275155
3182,2012-11-27,1416000,236884
3181,2012-11-28,1413000,281426
3180,2012-11-29,1414000,262256
3179,2012-11-30,1406000,328810
3178,2012-12-03,1430000,204572
3177,2012-12-04,1430000,190213
3176,2012-12-05,1455000,248894
3175,2012-12-06,1454000,285144
3174,2012-12-07,1480000,317756
3173,2012-12-10,1491000,261259
3172,2012-12-11,1476000,253294
3171,2012-12-12,1490000,304949
3170,2012-12-13,1533000,614229
3169,2012-12-14,1515000,279121
3168,2012-12-17,1503000,310372
3167,2012-12-18,1515000,271247
3166,2012-12-20,1503000,402740
3165,2012-12-21,1442000,553510
3164,2012-12-24,1474000,290702
3163,2012-12-26,1470000,281820
3162,2012-12-27,1496000,182909
3161,2012-12-28,1522000,212266
3160,2013-01-02,1576000,229274
3159,2013-01-03,1543000,284927
3158,2013-01-04,1525000,260120
3157,2013-01-07,1520000,252436
3156,2013-01-08,1500000,276757
3155,2013-01-09,1500000,253720
3154,2013-01-10,1530000,293482
3153,2013-01-11,1533000,238982
3152,2013-01-14,1552000,160602
3151,2013-01-15,1512000,214769
3150,2013-01-16,1492000,325058
3149,2013-01-17,1469000,404999
3148,2013-01-18,1480000,250601
3147,2013-01-21,1454000,290784
3146,2013-01-22,1480000,239166
3145,2013-01-23,1473000,186749
3144,2013-01-24,1453000,320146
3143,2013-01-25,1417000,436418
3142,2013-01-28,1372000,618708
3141,2013-01-29,1409000,432719
3140,2013-01-30,1440000,323848
3139,2013-01-31,1448000,321056
3138,2013-02-01,1441000,231524
3137,2013-02-04,1437000,257238
3136,2013-02-05,1435000,227762
3135,2013-02-06,1427000,137943
3134,2013-02-07,1420000,194422
3133,2013-02-08,1462000,268477
3132,2013-02-12,1468000,168395
3131,2013-02-13,1487000,184181
3130,2013-02-14,1490000,150682
3129,2013-02-15,1498000,151999
3128,2013-02-18,1490000,142199
3127,2013-02-19,1492000,122645
3126,2013-02-20,1545000,360787
3125,2013-02-21,1550000,262473
3124,2013-02-22,1530000,277053
3123,2013-02-25,1530000,177951
3122,2013-02-26,1527000,184895
3121,2013-02-27,1527000,178764
3120,2013-02-28,1544000,255684
3119,2013-03-04,1539000,265537
3118,2013-03-05,1550000,185892
3117,2013-03-06,1560000,202973
3116,2013-03-07,1520000,269654
3115,2013-03-08,1499000,378820
3114,2013-03-11,1508000,274965
3113,2013-03-12,1494000,174931
3112,2013-03-13,1527000,226071
3111,2013-03-14,1520000,251156
3110,2013-03-15,1480000,732367
3109,2013-03-18,1445000,528791
3108,2013-03-19,1475000,279542
3107,2013-03-20,1460000,270315
3106,2013-03-21,1457000,235371
3105,2013-03-22,1455000,213742
3104,2013-03-25,1495000,205441
3103,2013-03-26,1509000,336600
3102,2013-03-27,1504000,257628
3101,2013-03-28,1510000,159792
3100,2013-03-29,1527000,190674
3099,2013-04-01,1512000,105910
3098,2013-04-02,1525000,171497
3097,2013-04-03,1521000,217654
3096,2013-04-04,1506000,214009
3095,2013-04-05,1505000,299547
3094,2013-04-08,1520000,259190
3093,2013-04-09,1528000,184880
3092,2013-04-10,1521000,235594
3091,2013-04-11,1540000,225830
3090,2013-04-12,1517000,214881
3089,2013-04-15,1523000,215346
3088,2013-04-16,1528000,371037
3087,2013-04-17,1518000,209822
3086,2013-04-18,1483000,267168
3085,2013-04-19,1475000,314080
3084,2013-04-22,1503000,186717
3083,2013-04-23,1483000,177297
3082,2013-04-24,1486000,201731
3081,2013-04-25,1494000,209278
3080,2013-04-26,1486000,233032
3079,2013-04-29,1481000,170003
3078,2013-04-30,1520000,374100
3077,2013-05-02,1528000,200979
3076,2013-05-03,1535000,131181
3075,2013-05-06,1514000,173086
3074,2013-05-07,1493000,228690
3073,2013-05-08,1488000,298439
3072,2013-05-09,1515000,216123
3071,2013-05-10,1476000,235897
3070,2013-05-13,1477000,175002
3069,2013-05-14,1500000,180053
3068,2013-05-15,1500000,211896
3067,2013-05-16,1508000,293151
3066,2013-05-20,1497000,245777
3065,2013-05-21,1492000,232008
3064,2013-05-22,1509000,198462
3063,2013-05-23,1484000,239883
3062,2013-05-24,1486000,203812
3061,2013-05-27,1489000,122928
3060,2013-05-28,1484000,231761
3059,2013-05-29,1512000,295211
3058,2013-05-30,1544000,455560
3057,2013-05-31,1538000,360501
3056,2013-06-03,1532000,206189
3055,2013-06-04,1540000,169932
3054,2013-06-05,1521000,271813
3053,2013-06-07,1427000,1085816
3052,2013-06-10,1425000,533554
3051,2013-06-11,1389000,692260
3050,2013-06-12,1385000,457753
3049,2013-06-13,1357000,670197
3048,2013-06-14,1369000,351167
3047,2013-06-17,1366000,235169
3046,2013-06-18,1387000,220861
3045,2013-06-19,1369000,205405
3044,2013-06-20,1329000,356359
3043,2013-06-21,1325000,553556
3042,2013-06-24,1313000,316958
3041,2013-06-25,1297000,415499
3040,2013-06-26,1261000,635024
3039,2013-06-27,1339000,515123
3038,2013-06-28,1342000,419225
3037,2013-07-01,1326000,256519
3036,2013-07-02,1335000,204289
3035,2013-07-03,1301000,256441
3034,2013-07-04,1317000,180853
3033,2013-07-05,1267000,607656
3032,2013-07-08,1226000,529603
3031,2013-07-09,1237000,393899
3030,2013-07-10,1248000,346113
3029,2013-07-11,1312000,415767
3028,2013-07-12,1312000,227826
3027,2013-07-15,1313000,192592
3026,2013-07-16,1298000,186019
3025,2013-07-17,1320000,246046
3024,2013-07-18,1292000,314084
3023,2013-07-19,1273000,325426
3022,2013-07-22,1273000,207023
3021,2013-07-23,1307000,238978
3020,2013-07-24,1315000,175453
3019,2013-07-25,1315000,169913
3018,2013-07-26,1303000,272391
3017,2013-07-29,1283000,236437
3016,2013-07-30,1290000,188507
3015,2013-07-31,1280000,254710
3014,2013-08-01,1280000,181178
3013,2013-08-02,1286000,224827
3012,2013-08-05,1274000,161597
3011,2013-08-06,1254000,289874
3010,2013-08-07,1222000,315562
3009,2013-08-08,1217000,358216
3008,2013-08-09,1230000,241604
3007,2013-08-12,1232000,202812
3006,2013-08-13,1290000,418589
3005,2013-08-14,1300000,260102
3004,2013-08-16,1295000,228332
3003,2013-08-19,1286000,129997
3002,2013-08-20,1269000,284619
3001,2013-08-21,1256000,246921
3000,2013-08-22,1255000,239697
2999,2013-08-23,1295000,344068
2998,2013-08-26,1300000,230393
2997,2013-08-27,1304000,182616
2996,2013-08-28,1309000,189851
2995,2013-08-29,1344000,326300
2994,2013-08-30,1368000,342716
2993,2013-09-02,1351000,201632
2992,2013-09-03,1337000,235970
2991,2013-09-04,1340000,218401
2990,2013-09-05,1365000,302002
2989,2013-09-06,1369000,238759
2988,2013-09-09,1373000,185831
2987,2013-09-10,1396000,294353
2986,2013-09-11,1402000,267060
2985,2013-09-12,1410000,436108
2984,2013-09-13,1406000,245630
2983,2013-09-16,1425000,234214
2982,2013-09-17,1386000,343627
2981,2013-09-23,1360000,487258
2980,2013-09-24,1373000,302778
2979,2013-09-25,1364000,223529
2978,2013-09-26,1372000,207494
2977,2013-09-27,1366000,232265
2976,2013-09-30,1367000,233018
2975,2013-10-01,1382000,195463
2974,2013-10-02,1418000,351727
2973,2013-10-04,1418000,315074
2972,2013-10-07,1436000,204565
2971,2013-10-08,1430000,210920
2970,2013-10-10,1430000,276380
2969,2013-10-11,1443000,225083
2968,2013-10-14,1438000,147474
2967,2013-10-15,1457000,200473
2966,2013-10-16,1450000,160212
2965,2013-10-17,1463000,181987
2964,2013-10-18,1472000,157043
2963,2013-10-21,1464000,142521
2962,2013-10-22,1455000,247065
2961,2013-10-23,1442000,171969
2960,2013-10-24,1449000,178313
2959,2013-10-25,1449000,134706
2958,2013-10-28,1482000,226154
2957,2013-10-29,1490000,206698
2956,2013-10-30,1500000,211768
2955,2013-10-31,1465000,252941
2954,2013-11-01,1500000,227154
2953,2013-11-04,1499000,217756
2952,2013-11-05,1485000,160186
2951,2013-11-06,1451000,244368
2950,2013-11-07,1437000,260136
2949,2013-11-08,1410000,273627
2948,2013-11-11,1428000,171277
2947,2013-11-12,1456000,195698
2946,2013-11-13,1419000,199904
2945,2013-11-14,1424000,202643
2944,2013-11-15,1462000,166785
2943,2013-11-18,1474000,127736
2942,2013-11-19,1489000,163671
2941,2013-11-20,1470000,163563
2940,2013-11-21,1440000,180396
2939,2013-11-22,1450000,171492
2938,2013-11-25,1465000,132306
2937,2013-11-26,1479000,171725
2936,2013-11-27,1470000,187034
2935,2013-11-28,1494000,212898
2934,2013-11-29,1494000,135044
2933,2013-12-02,1467000,149756
2932,2013-12-03,1461000,155972
2931,2013-12-04,1432000,216880
2930,2013-12-05,1440000,209593
2929,2013-12-06,1428000,182949
2928,2013-12-09,1454000,139938
2927,2013-12-10,1440000,155112
2926,2013-12-11,1420000,212583
2925,2013-12-12,1410000,299241
2924,2013-12-13,1390000,201065
2923,2013-12-16,1400000,179088
2922,2013-12-17,1395000,155248
2921,2013-12-18,1401000,217984
2920,2013-12-19,1427000,211048
2919,2013-12-20,1427000,168148
2918,2013-12-23,1433000,212784
2917,2013-12-24,1415000,219607
2916,2013-12-26,1408000,246156
2915,2013-12-27,1396000,210200
2914,2013-12-30,1372000,338162
2913,2014-01-02,1309000,620500
2912,2014-01-03,1296000,529932
2911,2014-01-06,1307000,394716
2910,2014-01-07,1304000,395264
2909,2014-01-08,1291000,409493
2908,2014-01-09,1275000,425019
2907,2014-01-10,1272000,363783
2906,2014-01-13,1295000,328987
2905,2014-01-14,1313000,294333
2904,2014-01-15,1299000,234949
2903,2014-01-16,1301000,195049
2902,2014-01-17,1292000,255485
2901,2014-01-20,1316000,173656
2900,2014-01-21,1324000,151246
2899,2014-01-22,1328000,216530
2898,2014-01-23,1299000,206739
2897,2014-01-24,1307000,280035
2896,2014-01-27,1292000,266926
2895,2014-01-28,1283000,234027
2894,2014-01-29,1280000,383637
2893,2014-02-03,1272000,325184
2892,2014-02-04,1249000,320660
2891,2014-02-05,1237000,298533
2890,2014-02-06,1259000,303949
2889,2014-02-07,1275000,198872
2888,2014-02-10,1277000,155993
2887,2014-02-11,1311000,253680
2886,2014-02-12,1307000,200548
2885,2014-02-13,1298000,116769
2884,2014-02-14,1301000,124415
2883,2014-02-17,1285000,187733
2882,2014-02-18,1295000,118213
2881,2014-02-19,1290000,123595
2880,2014-02-20,1286000,190866
2879,2014-02-21,1330000,286924
2878,2014-02-24,1328000,148501
2877,2014-02-25,1334000,175706
2876,2014-02-26,1342000,258361
2875,2014-02-27,1341000,157827
2874,2014-02-28,1349000,284647
2873,2014-03-03,1325000,242083
2872,2014-03-04,1315000,158003
2871,2014-03-05,1330000,149830
2870,2014-03-06,1326000,172335
2869,2014-03-07,1339000,150973
2868,2014-03-10,1320000,173152
2867,2014-03-11,1322000,181596
2866,2014-03-12,1294000,251585
2865,2014-03-13,1290000,235004
2864,2014-03-14,1275000,216736
2863,2014-03-17,1266000,176400
2862,2014-03-18,1278000,220912
2861,2014-03-19,1269000,152771
2860,2014-03-20,1262000,118788
2859,2014-03-21,1273000,166426
2858,2014-03-24,1273000,141478
2857,2014-03-25,1247000,272500
2856,2014-03-26,1285000,348894
2855,2014-03-27,1333000,417557
2854,2014-03-28,1335000,212974
2853,2014-03-31,1343000,265197
2852,2014-04-01,1339000,221620
2851,2014-04-02,1357000,262001
2850,2014-04-03,1390000,381976
2849,2014-04-04,1380000,368007
2848,2014-04-07,1397000,215235
2847,2014-04-08,1394000,212164
2846,2014-04-09,1371000,321232
2845,2014-04-10,1380000,199984
2844,2014-04-11,1365000,213187
2843,2014-04-14,1370000,211720
2842,2014-04-15,1370000,219396
2841,2014-04-16,1380000,186171
2840,2014-04-17,1370000,144833
2839,2014-04-18,1378000,190367
2838,2014-04-21,1380000,65985
2837,2014-04-22,1375000,121686
2836,2014-04-23,1389000,190015
2835,2014-04-24,1407000,210924
2834,2014-04-25,1399000,305396
2833,2014-04-28,1388000,188629
2832,2014-04-29,1360000,218184
2831,2014-04-30,1343000,300946
2830,2014-05-02,1346000,298867
2829,2014-05-07,1344000,283794
2828,2014-05-08,1350000,325638
2827,2014-05-09,1335000,263141
2826,2014-05-12,1388000,318896
2825,2014-05-13,1400000,242148
2824,2014-05-14,1415000,222075
2823,2014-05-15,1410000,136134
2822,2014-05-16,1428000,317130
2821,2014-05-19,1448000,385621
2820,2014-05-20,1451000,320146
2819,2014-05-21,1441000,216850
2818,2014-05-22,1426000,190800
2817,2014-05-23,1428000,170233
2816,2014-05-26,1422000,74712
2815,2014-05-27,1407000,94968
2814,2014-05-28,1433000,184019
2813,2014-05-29,1460000,250430
2812,2014-05-30,1443000,316621
2811,2014-06-02,1455000,148789
2810,2014-06-03,1470000,344685
2809,2014-06-05,1457000,270141
2808,2014-06-09,1409000,445392
2807,2014-06-10,1436000,184282
2806,2014-06-11,1422000,172515
2805,2014-06-12,1413000,258863
2804,2014-06-13,1367000,371781
2803,2014-06-16,1374000,306399
2802,2014-06-17,1374000,269535
2801,2014-06-18,1358000,220887
2800,2014-06-19,1323000,446794
2799,2014-06-20,1301000,478053
2798,2014-06-23,1322000,249765
2797,2014-06-24,1345000,237817
2796,2014-06-25,1320000,204638
2795,2014-06-26,1325000,255306
2794,2014-06-27,1311000,179061
2793,2014-06-30,1322000,177621
2792,2014-07-01,1310000,174508
2791,2014-07-02,1330000,222785
2790,2014-07-03,1318000,170861
2789,2014-07-04,1306000,119577
2788,2014-07-07,1292000,188741
2787,2014-07-08,1295000,241464
2786,2014-07-09,1308000,236598
2785,2014-07-10,1306000,179204
2784,2014-07-11,1284000,215592
2783,2014-07-14,1286000,141643
2782,2014-07-15,1320000,239521
2781,2014-07-16,1321000,182284
2780,2014-07-17,1330000,218454
2779,2014-07-18,1343000,194853
2778,2014-07-21,1353000,161199
2777,2014-07-22,1348000,126019
2776,2014-07-23,1338000,128346
2775,2014-07-24,1355000,161034
2774,2014-07-25,1355000,175803
2773,2014-07-28,1358000,179851
2772,2014-07-29,1386000,256186
2771,2014-07-30,1395000,347189
2770,2014-07-31,1343000,487027
2769,2014-08-01,1292000,564621
2768,2014-08-04,1317000,241335
2767,2014-08-05,1316000,172529
2766,2014-08-06,1300000,216602
2765,2014-08-07,1290000,190545
2764,2014-08-08,1250000,412429
2763,2014-08-11,1270000,372385
2762,2014-08-12,1266000,179914
2761,2014-08-13,1264000,256900
2760,2014-08-14,1261000,208947
2759,2014-08-18,1250000,210379
2758,2014-08-19,1254000,200888
2757,2014-08-20,1261000,188612
2756,2014-08-21,1235000,342108
2755,2014-08-22,1247000,168153
2754,2014-08-25,1228000,231544
2753,2014-08-26,1222000,214389
2752,2014-08-27,1230000,243420
2751,2014-08-28,1242000,206237
2750,2014-08-29,1234000,291165
2749,2014-09-01,1226000,113281
2748,2014-09-02,1194000,317992
2747,2014-09-03,1189000,424775
2746,2014-09-04,1210000,241999
2745,2014-09-05,1201000,215408
2744,2014-09-11,1192000,466184
2743,2014-09-12,1201000,217447
2742,2014-09-15,1200000,143230
2741,2014-09-16,1206000,141848
2740,2014-09-17,1226000,150915
2739,2014-09-18,1210000,189535
2738,2014-09-19,1210000,268701
2737,2014-09-22,1188000,320442
2736,2014-09-23,1161000,390828
2735,2014-09-24,1150000,315784
2734,2014-09-25,1156000,388290
2733,2014-09-26,1185000,248271
2732,2014-09-29,1195000,188020
2731,2014-09-30,1184000,247586
2730,2014-10-01,1156000,238596
2729,2014-10-02,1141000,254655
2728,2014-10-06,1151000,425058
2727,2014-10-07,1162000,202983
2726,2014-10-08,1130000,294411
2725,2014-10-10,1105000,436749
2724,2014-10-13,1108000,226895
2723,2014-10-14,1127000,331451
2722,2014-10-15,1125000,282872
2721,2014-10-16,1115000,302966
2720,2014-10-17,1089000,325635
2719,2014-10-20,1106000,189535
2718,2014-10-21,1083000,235321
2717,2014-10-22,1104000,222554
2716,2014-10-23,1094000,170118
2715,2014-10-24,1112000,167569
2714,2014-10-27,1095000,167772
2713,2014-10-28,1091000,124877
2712,2014-10-29,1130000,274522
2711,2014-10-30,1181000,491339
2710,2014-10-31,1244000,772463
2709,2014-11-03,1235000,269516
2708,2014-11-04,1217000,260006
2707,2014-11-05,1202000,203243
2706,2014-11-06,1204000,171403
2705,2014-11-07,1206000,120604
2704,2014-11-10,1268000,384058
2703,2014-11-11,1231000,242828
2702,2014-11-12,1230000,181592
2701,2014-11-13,1200000,230943
2700,2014-11-14,1194000,212435
2699,2014-11-17,1205000,193879
2698,2014-11-18,1220000,215094
2697,2014-11-19,1218000,250055
2696,2014-11-20,1210000,200483
2695,2014-11-21,1223000,246727
2694,2014-11-24,1220000,205686
2693,2014-11-25,1190000,356221
2692,2014-11-26,1201000,245758
2691,2014-11-27,1264000,887556
2690,2014-11-28,1287000,196891
2689,2014-12-01,1295000,257337
2688,2014-12-02,1295000,184454
2687,2014-12-03,1298000,194710
2686,2014-12-04,1300000,177427
2685,2014-12-05,1302000,112756
2684,2014-12-08,1319000,158331
2683,2014-12-09,1349000,271062
2682,2014-12-10,1317000,319556
2681,2014-12-11,1305000,409817
2680,2014-12-12,1286000,287945
2679,2014-12-15,1273000,286759
2678,2014-12-16,1279000,257895
2677,2014-12-17,1266000,261773
2676,2014-12-18,1266000,236165
2675,2014-12-19,1328000,367130
2674,2014-12-22,1345000,358877
2673,2014-12-23,1339000,219527
2672,2014-12-24,1343000,125140
2671,2014-12-26,1352000,229762
2670,2014-12-29,1329000,192749
2669,2014-12-30,1327000,212982
2668,2015-01-02,1330000,175499
2667,2015-01-05,1333000,202790
2666,2015-01-06,1295000,304710
2665,2015-01-07,1307000,286455
2664,2015-01-08,1314000,289552
2663,2015-01-09,1314000,186248
2662,2015-01-12,1316000,166508
2661,2015-01-13,1339000,245868
2660,2015-01-14,1345000,286645
2659,2015-01-15,1334000,282078
2658,2015-01-16,1316000,271370
2657,2015-01-19,1343000,133459
2656,2015-01-20,1372000,265561
2655,2015-01-21,1395000,332253
2654,2015-01-22,1378000,359154
2653,2015-01-23,1386000,257175
2652,2015-01-26,1389000,203070
2651,2015-01-27,1400000,199144
2650,2015-01-28,1378000,216630
2649,2015-01-29,1360000,274045
2648,2015-01-30,1365000,322200
2647,2015-02-02,1368000,210420
2646,2015-02-03,1366000,113088
2645,2015-02-04,1359000,186578
2644,2015-02-05,1358000,135408
2643,2015-02-06,1372000,160101
2642,2015-02-09,1395000,173870
2641,2015-02-10,1378000,130387
2640,2015-02-11,1355000,199476
2639,2015-02-12,1344000,214964
2638,2015-02-13,1361000,130458
2637,2015-02-16,1374000,124530
2636,2015-02-17,1377000,114900
2635,2015-02-23,1367000,306036
2634,2015-02-24,1367000,217265
2633,2015-02-25,1379000,167485
2632,2015-02-26,1375000,163583
2631,2015-02-27,1357000,260188
2630,2015-03-02,1423000,436112
2629,2015-03-03,1418000,274976
2628,2015-03-04,1437000,232062
2627,2015-03-05,1422000,192312
2626,2015-03-06,1442000,234670
2625,2015-03-09,1420000,156292
2624,2015-03-10,1421000,208397
2623,2015-03-11,1474000,422173
2622,2015-03-12,1447000,383064
2621,2015-03-13,1457000,188262
2620,2015-03-16,1470000,179491
2619,2015-03-17,1497000,273223
2618,2015-03-18,1503000,249287
2617,2015-03-19,1470000,264516
2616,2015-03-20,1464000,254099
2615,2015-03-23,1467000,162458
2614,2015-03-24,1476000,182263
2613,2015-03-25,1485000,187381
2612,2015-03-26,1421000,420119
2611,2015-03-27,1421000,321316
2610,2015-03-30,1428000,179110
2609,2015-03-31,1441000,196853
2608,2015-04-01,1423000,145321
2607,2015-04-02,1434000,138068
2606,2015-04-03,1434000,125403
2605,2015-04-06,1470000,211652
2604,2015-04-07,1462000,190521
2603,2015-04-08,1479000,155468
2602,2015-04-09,1483000,182151
2601,2015-04-10,1490000,199202
2600,2015-04-13,1479000,205866
2599,2015-04-14,1474000,188595
2598,2015-04-15,1446000,271021
2597,2015-04-16,1477000,215247
2596,2015-04-17,1450000,203446
2595,2015-04-20,1430000,247898
2594,2015-04-21,1444000,237053
2593,2015-04-22,1461000,253111
2592,2015-04-23,1451000,184903
2591,2015-04-24,1410000,381798
2590,2015-04-27,1395000,330343
2589,2015-04-28,1366000,313946
2588,2015-04-29,1385000,217913
2587,2015-04-30,1410000,367057
2586,2015-05-04,1400000,165674
2585,2015-05-06,1362000,265410
2584,2015-05-07,1370000,205148
2583,2015-05-08,1338000,189762
2582,2015-05-11,1336000,192809
2581,2015-05-12,1331000,212664
2580,2015-05-13,1333000,197545
2579,2015-05-14,1340000,169770
2578,2015-05-15,1326000,178447
2577,2015-05-18,1320000,192537
2576,2015-05-19,1338000,173618
2575,2015-05-20,1366000,205829
2574,2015-05-21,1352000,144212
2573,2015-05-22,1350000,163916
2572,2015-05-26,1362000,200683
2571,2015-05-27,1314000,345309
2570,2015-05-28,1309000,300963
2569,2015-05-29,1307000,347615
2568,2015-06-01,1291000,218439
2567,2015-06-02,1303000,175151
2566,2015-06-03,1273000,235388
2565,2015-06-04,1337000,388239
2564,2015-06-05,1341000,196563
2563,2015-06-08,1314000,202379
2562,2015-06-09,1282000,274705
2561,2015-06-10,1262000,250034
2560,2015-06-11,1257000,306281
2559,2015-06-12,1277000,234830
2558,2015-06-15,1270000,161356
2557,2015-06-16,1255000,255352
2556,2015-06-17,1254000,189046
2555,2015-06-18,1265000,164952
2554,2015-06-19,1266000,141895
2553,2015-06-22,1281000,127418
2552,2015-06-23,1321000,203180
2551,2015-06-24,1302000,203960
2550,2015-06-25,1269000,213916
2549,2015-06-26,1278000,206950
2548,2015-06-29,1281000,230399
2547,2015-06-30,1268000,197407
2546,2015-07-01,1295000,166498
2545,2015-07-02,1299000,164460
2544,2015-07-03,1268000,142604
2543,2015-07-06,1230000,201999
2542,2015-07-07,1240000,249565
2541,2015-07-08,1239000,235619
2540,2015-07-09,1265000,280610
2539,2015-07-10,1259000,191468
2538,2015-07-13,1266000,153441
2537,2015-07-14,1225000,399794
2536,2015-07-15,1235000,167413
2535,2015-07-16,1282000,223469
2534,2015-07-17,1305000,297233
2533,2015-07-20,1275000,128928
2532,2015-07-21,1263000,194055
2531,2015-07-22,1253000,268323
2530,2015-07-23,1234000,208965
2529,2015-07-24,1229000,196584
2528,2015-07-27,1230000,243040
2527,2015-07-28,1230000,267627
2526,2015-07-29,1263000,274689
2525,2015-07-30,1215000,308392
2524,2015-07-31,1185000,391589
2523,2015-08-03,1175000,196891
2522,2015-08-04,1182000,256887
2521,2015-08-05,1159000,256050
2520,2015-08-06,1115000,403981
2519,2015-08-07,1136000,275742
2518,2015-08-10,1141000,114450
2517,2015-08-11,1157000,233286
2516,2015-08-12,1154000,223080
2515,2015-08-13,1140000,150411
2514,2015-08-17,1104000,227217
2513,2015-08-18,1131000,231672
2512,2015-08-19,1154000,401415
2511,2015-08-20,1139000,216119
2510,2015-08-21,1101000,408851
2509,2015-08-24,1079000,448592
2508,2015-08-25,1079000,392519
2507,2015-08-26,1067000,558952
2506,2015-08-27,1067000,495388
2505,2015-08-28,1081000,462223
2504,2015-08-31,1089000,408309
2503,2015-09-01,1085000,240372
2502,2015-09-02,1090000,312683
2501,2015-09-03,1122000,305142
2500,2015-09-04,1129000,251734
2499,2015-09-07,1112000,191805
2498,2015-09-08,1131000,182330
2497,2015-09-09,1147000,259376
2496,2015-09-10,1134000,362568
2495,2015-09-11,1115000,204167
2494,2015-09-14,1124000,167073
2493,2015-09-15,1123000,232956
2492,2015-09-16,1152000,343763
2491,2015-09-17,1157000,273960
2490,2015-09-18,1190000,436270
2489,2015-09-21,1150000,205359
2488,2015-09-22,1145000,250675
2487,2015-09-23,1131000,197649
2486,2015-09-24,1126000,132721
2485,2015-09-25,1112000,209160
2484,2015-09-30,1134000,458936
2483,2015-10-01,1134000,241041
2482,2015-10-02,1119000,274302
2481,2015-10-05,1115000,241935
2480,2015-10-06,1151000,382987
2479,2015-10-07,1251000,799502
2478,2015-10-08,1270000,570677
2477,2015-10-12,1260000,378974
2476,2015-10-13,1252000,198000
2475,2015-10-14,1254000,175051
2474,2015-10-15,1269000,248503
2473,2015-10-16,1265000,143968
2472,2015-10-19,1256000,117070
2471,2015-10-20,1266000,150347
2470,2015-10-21,1270000,139567
2469,2015-10-22,1280000,230673
2468,2015-10-23,1289000,263071
2467,2015-10-26,1292000,152165
2466,2015-10-27,1298000,132241
2465,2015-10-28,1308000,271303
2464,2015-10-29,1325000,630471
2463,2015-10-30,1372000,509385
2462,2015-11-02,1383000,386546
2461,2015-11-03,1352000,301840
2460,2015-11-04,1330000,281070
2459,2015-11-05,1342000,173042
2458,2015-11-06,1338000,164322
2457,2015-11-09,1344000,185661
2456,2015-11-10,1321000,197551
2455,2015-11-11,1333000,140449
2454,2015-11-12,1317000,157417
2453,2015-11-13,1300000,177677
2452,2015-11-16,1263000,275705
2451,2015-11-17,1270000,186184
2450,2015-11-18,1281000,167735
2449,2015-11-19,1289000,192850
2448,2015-11-20,1285000,168720
2447,2015-11-23,1282000,198820
2446,2015-11-24,1299000,159560
2445,2015-11-25,1299000,142627
2444,2015-11-26,1335000,185800
2443,2015-11-27,1327000,169854
